Years,x1_hr,rank,Probability,Frequency
"2012-2013",35.5,1,6.66666666666667,15
"2019-2020",30.1,2,13.3333333333333,7.5
"2014-2015",25.1,3,20,5
"2010-2011",24.6,4,26.6666666666667,3.75
"2021-2022",22.7,5,33.3333333333333,3
"2016-2017",21.1,6,40,2.5
"2018-2019",20.1,7,46.6666666666667,2.14285714285714
"2020-2021",18,8,53.3333333333333,1.875
"2013-2014",17.5,9,60,1.66666666666667
"2017-2018",17.4,10,66.6666666666667,1.5
"2009-2010",16,11,73.3333333333333,1.36363636363636
"2008-2009",14.7,12,80,1.25
"2015-2016",14.7,13,86.6666666666667,1.15384615384615
"2011-2012",12.5,14,93.3333333333333,1.07142857142857
