Years,x40_min,rank,Probability,Frequency
"2021-2022",52.35,1,6.66666666666667,15
"2011-2012",35.85,2,13.3333333333333,7.5
"2009-2010",32.25,3,20,5
"2015-2016",30.3,4,26.6666666666667,3.75
"2018-2019",28.95,5,33.3333333333333,3
"2020-2021",26.4,6,40,2.5
"2014-2015",23.55,7,46.6666666666667,2.14285714285714
"2017-2018",22.95,8,53.3333333333333,1.875
"2013-2014",20.4,9,60,1.66666666666667
"2008-2009",18.75,10,66.6666666666667,1.5
"2012-2013",18.6,11,73.3333333333333,1.36363636363636
"2019-2020",17.1,12,80,1.25
"2016-2017",15.75,13,86.6666666666667,1.15384615384615
"2010-2011",11.25,14,93.3333333333333,1.07142857142857
