Years,x1_5_hr,rank,Probability,Frequency
"2013-2014",19.3333333333333,1,7.69230769230769,13
"2018-2019",14.4666666666667,2,15.3846153846154,6.5
"2012-2013",12.5333333333333,3,23.0769230769231,4.33333333333333
"2017-2018",12.4666666666667,4,30.7692307692308,3.25
"2014-2015",10.0666666666667,5,38.4615384615385,2.6
"2019-2020",10,6,46.1538461538462,2.16666666666667
"2015-2016",9.13333333333333,7,53.8461538461538,1.85714285714286
"2010-2011",8.93333333333333,8,61.5384615384615,1.625
"2016-2017",8.86666666666667,9,69.2307692307692,1.44444444444444
"2020-2021",8.06666666666667,10,76.9230769230769,1.3
"2011-2012",7.06666666666667,11,84.6153846153846,1.18181818181818
"2021-2022",6,12,92.3076923076923,1.08333333333333
