Years,x40_min,rank,Probability,Frequency
"2000-2001",36.6,1,4.16666666666667,24
"2013-2014",36.15,2,8.33333333333333,12
"2008-2009",27.45,3,12.5,8
"2019-2020",23.55,4,16.6666666666667,6
"2014-2015",23.4,5,20.8333333333333,4.8
"2004-2005",22.65,6,25,4
"2011-2012",19.5,7,29.1666666666667,3.42857142857143
"2015-2016",19.35,8,33.3333333333333,3
"2018-2019",17.1,9,37.5,2.66666666666667
"2009-2010",15.9,10,41.6666666666667,2.4
"2021-2022",14.4,11,45.8333333333333,2.18181818181818
"2017-2018",13.95,12,50,2
"2007-2008",12.75,13,54.1666666666667,1.84615384615385
"2002-2003",12.15,14,58.3333333333333,1.71428571428571
"2010-2011",11.7,15,62.5,1.6
"2005-2006",11.1,16,66.6666666666667,1.5
"2016-2017",11.1,17,70.8333333333333,1.41176470588235
"2003-2004",10.95,18,75,1.33333333333333
"2020-2021",9.6,19,79.1666666666667,1.26315789473684
"2012-2013",9.15,20,83.3333333333333,1.2
"2001-2002",9,21,87.5,1.14285714285714
"1999-2000",7.35,22,91.6666666666667,1.09090909090909
"2006-2007",6.6,23,95.8333333333333,1.04347826086957
