Years,x20_min,rank,Probability,Frequency
"2006-2007",50.4,1,3.33333333333333,30
"1998-1999",48.6,2,6.66666666666667,15
"2015-2016",48,3,10,10
"2010-2011",45.9,4,13.3333333333333,7.5
"2019-2020",40.5,5,16.6666666666667,6
"2004-2005",38.1,6,20,5
"2018-2019",37.5,7,23.3333333333333,4.28571428571429
"2008-2009",35.1,8,26.6666666666667,3.75
"2017-2018",33.9,9,30,3.33333333333333
"2001-2002",33,10,33.3333333333333,3
"1994-1995",32.76,11,36.6666666666667,2.72727272727273
"2009-2010",32.1,12,40,2.5
"1993-1994",31.98,13,43.3333333333333,2.30769230769231
"2020-2021",30.6,14,46.6666666666667,2.14285714285714
"2013-2014",29.1,15,50,2
"2000-2001",28.8,16,53.3333333333333,1.875
"2002-2003",26.7,17,56.6666666666667,1.76470588235294
"1995-1996",25.5,18,60,1.66666666666667
"1999-2000",25.2,19,63.3333333333333,1.57894736842105
"1997-1998",24.3,20,66.6666666666667,1.5
"2012-2013",24,21,70,1.42857142857143
"1996-1997",23.4,22,73.3333333333333,1.36363636363636
"2021-2022",23.4,23,76.6666666666667,1.30434782608696
"2007-2008",22.8,24,80,1.25
"2011-2012",22.5,25,83.3333333333333,1.2
"2016-2017",22.2,26,86.6666666666667,1.15384615384615
"2003-2004",21.3,27,90,1.11111111111111
"2005-2006",21,28,93.3333333333333,1.07142857142857
"2014-2015",18.3,29,96.6666666666667,1.03448275862069
