Years,x40_min,rank,Probability,Frequency
"2004-2005",44.55,1,3.84615384615385,26
"2017-2018",28.8,2,7.69230769230769,13
"2009-2010",22.5,3,11.5384615384615,8.66666666666667
"2015-2016",21.45,4,15.3846153846154,6.5
"2008-2009",21.15,5,19.2307692307692,5.2
"2018-2019",18.45,6,23.0769230769231,4.33333333333333
"2013-2014",18.15,7,26.9230769230769,3.71428571428571
"1999-2000",15.9,8,30.7692307692308,3.25
"1997-1998",15.6,9,34.6153846153846,2.88888888888889
"2000-2001",14.55,10,38.4615384615385,2.6
"2010-2011",14.55,11,42.3076923076923,2.36363636363636
"2012-2013",11.55,12,46.1538461538462,2.16666666666667
"2014-2015",11.1,13,50,2
"2021-2022",11.1,14,53.8461538461538,1.85714285714286
"2020-2021",9.15,15,57.6923076923077,1.73333333333333
"2006-2007",8.7,16,61.5384615384615,1.625
"2011-2012",7.8,17,65.3846153846154,1.52941176470588
"1998-1999",7.65,18,69.2307692307692,1.44444444444444
"2001-2002",7.65,19,73.0769230769231,1.36842105263158
"2016-2017",7.5,20,76.9230769230769,1.3
"2019-2020",7.05,21,80.7692307692308,1.23809523809524
"2007-2008",6.45,22,84.6153846153846,1.18181818181818
"2002-2003",5.85,23,88.4615384615385,1.1304347826087
"2005-2006",5.7,24,92.3076923076923,1.08333333333333
"1996-1997",3.15,25,96.1538461538462,1.04
