Years,x4_hr,rank,Probability,Frequency
"2013-2014",17.675,1,4.34782608695652,23
"2012-2013",13.025,2,8.69565217391304,11.5
"2020-2021",12.9,3,13.0434782608696,7.66666666666667
"2019-2020",11.65,4,17.3913043478261,5.75
"2017-2018",11.425,5,21.7391304347826,4.6
"2004-2005",11.05,6,26.0869565217391,3.83333333333333
"2010-2011",10.55,7,30.4347826086957,3.28571428571429
"2011-2012",10.475,8,34.7826086956522,2.875
"2007-2008",10,9,39.1304347826087,2.55555555555556
"2002-2003",9.975,10,43.4782608695652,2.3
"2003-2004",9.75,11,47.8260869565217,2.09090909090909
"2014-2015",9.65,12,52.1739130434783,1.91666666666667
"2009-2010",9.35,13,56.5217391304348,1.76923076923077
"2006-2007",8.9,14,60.8695652173913,1.64285714285714
"2016-2017",8.2,15,65.2173913043478,1.53333333333333
"2000-2001",7.95,16,69.5652173913043,1.4375
"2005-2006",7.95,17,73.9130434782609,1.35294117647059
"2008-2009",7.8,18,78.2608695652174,1.27777777777778
"2018-2019",7.4,19,82.6086956521739,1.21052631578947
"1999-2000",6.575,20,86.9565217391304,1.15
"2015-2016",6.45,21,91.304347826087,1.0952380952381
"2001-2002",5.1,22,95.6521739130435,1.04545454545455
