Years,x3_5_hr,rank,Probability,Frequency
"2008-2009",25.0285714285714,1,4.54545454545455,22
"2012-2013",18.5142857142857,2,9.09090909090909,11
"2017-2018",16.1428571428571,3,13.6363636363636,7.33333333333333
"2003-2004",13.5142857142857,4,18.1818181818182,5.5
"2011-2012",13.0571428571429,5,22.7272727272727,4.4
"2002-2003",12.7714285714286,6,27.2727272727273,3.66666666666667
"2019-2020",12.4571428571429,7,31.8181818181818,3.14285714285714
"2020-2021",11.8571428571429,8,36.3636363636364,2.75
"2004-2005",10.4285714285714,9,40.9090909090909,2.44444444444444
"2001-2002",9.48571428571428,10,45.4545454545455,2.2
"2014-2015",9.45714285714286,11,50,2
"2018-2019",9.17142857142857,12,54.5454545454545,1.83333333333333
"2007-2008",9,13,59.0909090909091,1.69230769230769
"2021-2022",8.97142857142857,14,63.6363636363636,1.57142857142857
"2016-2017",8.91428571428571,15,68.1818181818182,1.46666666666667
"2010-2011",8.37142857142857,16,72.7272727272727,1.375
"2009-2010",8.02857142857143,17,77.2727272727273,1.29411764705882
"2015-2016",7.31428571428571,18,81.8181818181818,1.22222222222222
"2005-2006",6.82857142857143,19,86.3636363636364,1.15789473684211
"2013-2014",6.25714285714286,20,90.9090909090909,1.1
"2006-2007",5.65714285714286,21,95.4545454545455,1.04761904761905
