Years,x2_hr,rank,Probability,Frequency
"2009-2010",14,1,7.14285714285714,14
"2013-2014",8.45,2,14.2857142857143,7
"2019-2020",7.95,3,21.4285714285714,4.66666666666667
"2015-2016",7.65,4,28.5714285714286,3.5
"2018-2019",4.45,5,35.7142857142857,2.8
"2010-2011",4.35,6,42.8571428571429,2.33333333333333
"2012-2013",4.2,7,50,2
"2017-2018",3.8,8,57.1428571428571,1.75
"2021-2022",3.75,9,64.2857142857143,1.55555555555556
"2020-2021",3.6,10,71.4285714285714,1.4
"2014-2015",3.55,11,78.5714285714286,1.27272727272727
"2011-2012",2.25,12,85.7142857142857,1.16666666666667
"2016-2017",1.8,13,92.8571428571429,1.07692307692308
