Years,x5_hr,rank,Probability,Frequency
"2005-2006",12.24,1,4.76190476190476,21
"2016-2017",10.92,2,9.52380952380952,10.5
"2009-2010",10.52,3,14.2857142857143,7
"2012-2013",9.84,4,19.047619047619,5.25
"2004-2005",9.5,5,23.8095238095238,4.2
"2018-2019",9.36,6,28.5714285714286,3.5
"2014-2015",8.98,7,33.3333333333333,3
"2021-2022",8.58,8,38.0952380952381,2.625
"2013-2014",7.6,9,42.8571428571429,2.33333333333333
"2019-2020",7.5,10,47.6190476190476,2.1
"2006-2007",7.42,11,52.3809523809524,1.90909090909091
"2015-2016",7.2,12,57.1428571428571,1.75
"2020-2021",6.78,13,61.9047619047619,1.61538461538462
"2008-2009",6.42,14,66.6666666666667,1.5
"2003-2004",6.04,15,71.4285714285714,1.4
"2011-2012",5.9,16,76.1904761904762,1.3125
"2010-2011",5.8,17,80.9523809523809,1.23529411764706
"2007-2008",5.68,18,85.7142857142857,1.16666666666667
"2017-2018",4.8,19,90.4761904761905,1.10526315789474
"2002-2003",4.48,20,95.2380952380952,1.05
