Years,x3_hr,rank,Probability,Frequency
"2008-2009",13.3333333333333,1,4.76190476190476,21
"2005-2006",11.7333333333333,2,9.52380952380952,10.5
"2004-2005",7.83333333333333,3,14.2857142857143,7
"2016-2017",7.26666666666667,4,19.047619047619,5.25
"2021-2022",7.23333333333333,5,23.8095238095238,4.2
"2002-2003",6.96666666666667,6,28.5714285714286,3.5
"2007-2008",6.8,7,33.3333333333333,3
"2017-2018",6.46666666666667,8,38.0952380952381,2.625
"2018-2019",6.46666666666667,9,42.8571428571429,2.33333333333333
"2011-2012",6.3,10,47.6190476190476,2.1
"2010-2011",6.16666666666667,11,52.3809523809524,1.90909090909091
"2003-2004",6.13333333333333,12,57.1428571428571,1.75
"2012-2013",5.76666666666667,13,61.9047619047619,1.61538461538462
"2009-2010",5.4,14,66.6666666666667,1.5
"2014-2015",5.16666666666667,15,71.4285714285714,1.4
"2013-2014",5.1,16,76.1904761904762,1.3125
"2020-2021",5.1,17,80.9523809523809,1.23529411764706
"2019-2020",5.06666666666667,18,85.7142857142857,1.16666666666667
"2006-2007",4.26666666666667,19,90.4761904761905,1.10526315789474
"2015-2016",3.83333333333333,20,95.2380952380952,1.05
