Years,x4_hr,rank,Probability,Frequency
"1998-1999",29.2,1,3.44827586206897,29
"2001-2002",18.25,2,6.89655172413793,14.5
"2003-2004",14.75,3,10.3448275862069,9.66666666666667
"2019-2020",13.875,4,13.7931034482759,7.25
"2015-2016",12.825,5,17.2413793103448,5.8
"2020-2021",12.625,6,20.6896551724138,4.83333333333333
"2014-2015",12.125,7,24.1379310344828,4.14285714285714
"1997-1998",11.55,8,27.5862068965517,3.625
"2017-2018",11.475,9,31.0344827586207,3.22222222222222
"2011-2012",10.6,10,34.4827586206897,2.9
"2002-2003",10.525,11,37.9310344827586,2.63636363636364
"2012-2013",8.95,12,41.3793103448276,2.41666666666667
"2016-2017",8.925,13,44.8275862068966,2.23076923076923
"1994-1995",8.25,14,48.2758620689655,2.07142857142857
"2006-2007",8,15,51.7241379310345,1.93333333333333
"2008-2009",7.875,16,55.1724137931034,1.8125
"2009-2010",7.6,17,58.6206896551724,1.70588235294118
"2021-2022",6.875,18,62.0689655172414,1.61111111111111
"1995-1996",6.85,19,65.5172413793103,1.52631578947368
"2018-2019",6.775,20,68.9655172413793,1.45
"1999-2000",6.7,21,72.4137931034483,1.38095238095238
"2007-2008",6.45,22,75.8620689655172,1.31818181818182
"2004-2005",6.3,23,79.3103448275862,1.26086956521739
"1996-1997",5.85,24,82.7586206896552,1.20833333333333
"2010-2011",5.85,25,86.2068965517241,1.16
"2000-2001",5.775,26,89.6551724137931,1.11538461538462
"2005-2006",4.75,27,93.1034482758621,1.07407407407407
"2013-2014",4.15,28,96.551724137931,1.03571428571429
