Years,x4_5_hr,rank,Probability,Frequency
"2011-2012",13.8222222222222,1,5.26315789473684,19
"2017-2018",11.8222222222222,2,10.5263157894737,9.5
"2020-2021",11.1777777777778,3,15.7894736842105,6.33333333333333
"2004-2005",9.93333333333333,4,21.0526315789474,4.75
"2010-2011",9.13333333333333,5,26.3157894736842,3.8
"2014-2015",8.93333333333333,6,31.5789473684211,3.16666666666667
"2018-2019",7.44444444444444,7,36.8421052631579,2.71428571428571
"2009-2010",7.37777777777778,8,42.1052631578947,2.375
"2007-2008",7.08888888888889,9,47.3684210526316,2.11111111111111
"2012-2013",6.51111111111111,10,52.6315789473684,1.9
"2015-2016",6.17777777777778,11,57.8947368421053,1.72727272727273
"2019-2020",6.04444444444445,12,63.1578947368421,1.58333333333333
"2016-2017",5.75555555555556,13,68.4210526315789,1.46153846153846
"2005-2006",5.64444444444444,14,73.6842105263158,1.35714285714286
"2021-2022",5.24444444444444,15,78.9473684210526,1.26666666666667
"2013-2014",5.22222222222222,16,84.2105263157895,1.1875
"2006-2007",4.93333333333333,17,89.4736842105263,1.11764705882353
"2008-2009",3.77777777777778,18,94.7368421052632,1.05555555555556
