Years,x10_min,rank,Probability,Frequency
"2018-2019",100.8,1,3.84615384615385,26
"2003-2004",99.6,2,7.69230769230769,13
"2006-2007",85.2,3,11.5384615384615,8.66666666666667
"2009-2010",80.4,4,15.3846153846154,6.5
"2012-2013",77.4,5,19.2307692307692,5.2
"2014-2015",69.6,6,23.0769230769231,4.33333333333333
"1998-1999",66.6,7,26.9230769230769,3.71428571428571
"2017-2018",65.4,8,30.7692307692308,3.25
"2005-2006",62.4,9,34.6153846153846,2.88888888888889
"2016-2017",61.2,10,38.4615384615385,2.6
"1996-1997",58.8,11,42.3076923076923,2.36363636363636
"2020-2021",58.8,12,46.1538461538462,2.16666666666667
"1997-1998",56.4,13,50,2
"2011-2012",56.4,14,53.8461538461538,1.85714285714286
"2019-2020",53.4,15,57.6923076923077,1.73333333333333
"2008-2009",52.8,16,61.5384615384615,1.625
"2001-2002",49.8,17,65.3846153846154,1.52941176470588
"2015-2016",48.6,18,69.2307692307692,1.44444444444444
"2010-2011",47.4,19,73.0769230769231,1.36842105263158
"2007-2008",45.6,20,76.9230769230769,1.3
"2000-2001",45,21,80.7692307692308,1.23809523809524
"2021-2022",43.2,22,84.6153846153846,1.18181818181818
"2013-2014",39,23,88.4615384615385,1.1304347826087
"1999-2000",37.8,24,92.3076923076923,1.08333333333333
"2004-2005",36.6,25,96.1538461538462,1.04
