Years,x3_5_hr,rank,Probability,Frequency
"2008-2009",12.3714285714286,1,4.76190476190476,21
"2005-2006",10.2857142857143,2,9.52380952380952,10.5
"2021-2022",7.08571428571429,3,14.2857142857143,7
"2004-2005",6.97142857142857,4,19.047619047619,5.25
"2016-2017",6.71428571428571,5,23.8095238095238,4.2
"2002-2003",6.54285714285714,6,28.5714285714286,3.5
"2007-2008",6.37142857142857,7,33.3333333333333,3
"2011-2012",6,8,38.0952380952381,2.625
"2010-2011",5.82857142857143,9,42.8571428571429,2.33333333333333
"2017-2018",5.71428571428571,10,47.6190476190476,2.1
"2018-2019",5.65714285714286,11,52.3809523809524,1.90909090909091
"2003-2004",5.54285714285714,12,57.1428571428571,1.75
"2009-2010",5.05714285714286,13,61.9047619047619,1.61538461538462
"2012-2013",5.05714285714286,14,66.6666666666667,1.5
"2019-2020",4.88571428571429,15,71.4285714285714,1.4
"2013-2014",4.54285714285714,16,76.1904761904762,1.3125
"2014-2015",4.45714285714286,17,80.9523809523809,1.23529411764706
"2020-2021",4.4,18,85.7142857142857,1.16666666666667
"2006-2007",4.31428571428571,19,90.4761904761905,1.10526315789474
"2015-2016",3.71428571428571,20,95.2380952380952,1.05
