Years,x1_5_hr,rank,Probability,Frequency
"2015-2016",19.2666666666667,1,6.66666666666667,15
"2019-2020",16.3333333333333,2,13.3333333333333,7.5
"2017-2018",15.9333333333333,3,20,5
"2021-2022",14.8,4,26.6666666666667,3.75
"2009-2010",12.0666666666667,5,33.3333333333333,3
"2018-2019",11.4666666666667,6,40,2.5
"2007-2008",11.4,7,46.6666666666667,2.14285714285714
"2008-2009",10.4666666666667,8,53.3333333333333,1.875
"2016-2017",10.2666666666667,9,60,1.66666666666667
"2012-2013",10.0666666666667,10,66.6666666666667,1.5
"2013-2014",9.66666666666667,11,73.3333333333333,1.36363636363636
"2014-2015",9.13333333333333,12,80,1.25
"2020-2021",8.86666666666667,13,86.6666666666667,1.15384615384615
"2010-2011",7,14,93.3333333333333,1.07142857142857
