Years,x2_5_hr,rank,Probability,Frequency
"2009-2010",13.44,1,6.66666666666667,15
"2015-2016",8.2,2,13.3333333333333,7.5
"2013-2014",5.96,3,20,5
"2021-2022",5.04,4,26.6666666666667,3.75
"2008-2009",4.96,5,33.3333333333333,3
"2014-2015",4.72,6,40,2.5
"2019-2020",4.68,7,46.6666666666667,2.14285714285714
"2011-2012",3.2,8,53.3333333333333,1.875
"2017-2018",3.04,9,60,1.66666666666667
"2018-2019",3.04,10,66.6666666666667,1.5
"2012-2013",2.48,11,73.3333333333333,1.36363636363636
"2016-2017",1.88,12,80,1.25
"2010-2011",1.8,13,86.6666666666667,1.15384615384615
"2020-2021",0.92,14,93.3333333333333,1.07142857142857
