Years,x1_hr,rank,Probability,Frequency
"2017-2018",39.3,1,4.34782608695652,23
"2009-2010",35,2,8.69565217391304,11.5
"2003-2004",33.7,3,13.0434782608696,7.66666666666667
"2010-2011",32.4,4,17.3913043478261,5.75
"2001-2002",26.2,5,21.7391304347826,4.6
"2004-2005",25.5,6,26.0869565217391,3.83333333333333
"2020-2021",25.4,7,30.4347826086957,3.28571428571429
"2012-2013",25,8,34.7826086956522,2.875
"2019-2020",23.6,9,39.1304347826087,2.55555555555556
"2005-2006",23.4,10,43.4782608695652,2.3
"2013-2014",22.7,11,47.8260869565217,2.09090909090909
"2016-2017",22.4,12,52.1739130434783,1.91666666666667
"2011-2012",21.9,13,56.5217391304348,1.76923076923077
"2015-2016",21.9,14,60.8695652173913,1.64285714285714
"2000-2001",21.5,15,65.2173913043478,1.53333333333333
"2018-2019",21.2,16,69.5652173913043,1.4375
"2006-2007",20.6,17,73.9130434782609,1.35294117647059
"2007-2008",19.8,18,78.2608695652174,1.27777777777778
"2021-2022",19,19,82.6086956521739,1.21052631578947
"2014-2015",18.1,20,86.9565217391304,1.15
"2002-2003",17.2,21,91.304347826087,1.0952380952381
"2008-2009",13.7,22,95.6521739130435,1.04545454545455
