Years,x2_5_hr,rank,Probability,Frequency
"2021-2022",21.24,1,6.66666666666667,15
"2009-2010",14.16,2,13.3333333333333,7.5
"2017-2018",11.92,3,20,5
"2018-2019",11.88,4,26.6666666666667,3.75
"2012-2013",10.56,5,33.3333333333333,3
"2015-2016",10.52,6,40,2.5
"2020-2021",10.12,7,46.6666666666667,2.14285714285714
"2011-2012",9.72,8,53.3333333333333,1.875
"2014-2015",8.48,9,60,1.66666666666667
"2019-2020",7.48,10,66.6666666666667,1.5
"2013-2014",7,11,73.3333333333333,1.36363636363636
"2008-2009",6.4,12,80,1.25
"2016-2017",5.72,13,86.6666666666667,1.15384615384615
"2010-2011",4.56,14,93.3333333333333,1.07142857142857
