Years,x3_5_hr,rank,Probability,Frequency
"2019-2020",13.1142857142857,1,5.55555555555556,18
"2009-2010",12.9142857142857,2,11.1111111111111,9
"2005-2006",11.6857142857143,3,16.6666666666667,6
"2020-2021",9.22857142857143,4,22.2222222222222,4.5
"2006-2007",9.14285714285714,5,27.7777777777778,3.6
"2018-2019",9.02857142857143,6,33.3333333333333,3
"2014-2015",8.8,7,38.8888888888889,2.57142857142857
"2012-2013",8.42857142857143,8,44.4444444444444,2.25
"2016-2017",8.22857142857143,9,50,2
"2017-2018",8.11428571428572,10,55.5555555555556,1.8
"2013-2014",7.97142857142857,11,61.1111111111111,1.63636363636364
"2010-2011",7.62857142857143,12,66.6666666666667,1.5
"2021-2022",7.17142857142857,13,72.2222222222222,1.38461538461538
"2008-2009",7.11428571428571,14,77.7777777777778,1.28571428571429
"2011-2012",7.08571428571429,15,83.3333333333333,1.2
"2015-2016",6.57142857142857,16,88.8888888888889,1.125
"2007-2008",5.77142857142857,17,94.4444444444444,1.05882352941176
