Years,x2_5_hr,rank,Probability,Frequency
"2020-2021",26.64,1,7.14285714285714,14
"2021-2022",25.36,2,14.2857142857143,7
"2010-2011",16.36,3,21.4285714285714,4.66666666666667
"2018-2019",15.48,4,28.5714285714286,3.5
"2019-2020",15.48,5,35.7142857142857,2.8
"2013-2014",14.76,6,42.8571428571429,2.33333333333333
"2012-2013",13.64,7,50,2
"2017-2018",11.8,8,57.1428571428571,1.75
"2015-2016",10.72,9,64.2857142857143,1.55555555555556
"2014-2015",10.12,10,71.4285714285714,1.4
"2011-2012",9.04,11,78.5714285714286,1.27272727272727
"2009-2010",8.88,12,85.7142857142857,1.16666666666667
"2016-2017",7.96,13,92.8571428571429,1.07692307692308
