Years,x6_hr,rank,Probability,Frequency
"2019-2020",5.73333333333333,1,7.14285714285714,14
"2009-2010",4.73333333333333,2,14.2857142857143,7
"2015-2016",4.4,3,21.4285714285714,4.66666666666667
"2013-2014",3.15,4,28.5714285714286,3.5
"2018-2019",3.03333333333333,5,35.7142857142857,2.8
"2020-2021",2.6,6,42.8571428571429,2.33333333333333
"2014-2015",2.33333333333333,7,50,2
"2012-2013",1.98333333333333,8,57.1428571428571,1.75
"2017-2018",1.75,9,64.2857142857143,1.55555555555556
"2010-2011",1.7,10,71.4285714285714,1.4
"2021-2022",1.7,11,78.5714285714286,1.27272727272727
"2016-2017",0.766666666666667,12,85.7142857142857,1.16666666666667
"2011-2012",0.766666666666667,13,92.8571428571429,1.07692307692308
