Years,x4_hr,rank,Probability,Frequency
"2009-2010",10.875,1,4.16666666666667,24
"2014-2015",10.725,2,8.33333333333333,12
"2000-2001",10.675,3,12.5,8
"2013-2014",10.425,4,16.6666666666667,6
"2010-2011",10.225,5,20.8333333333333,4.8
"2020-2021",8.95,6,25,4
"2005-2006",8.475,7,29.1666666666667,3.42857142857143
"2018-2019",8.05,8,33.3333333333333,3
"2007-2008",8,9,37.5,2.66666666666667
"2001-2002",7.825,10,41.6666666666667,2.4
"2006-2007",7.675,11,45.8333333333333,2.18181818181818
"2011-2012",7.575,12,50,2
"2012-2013",7.525,13,54.1666666666667,1.84615384615385
"2017-2018",7,14,58.3333333333333,1.71428571428571
"1999-2000",6.775,15,62.5,1.6
"2004-2005",6.65,16,66.6666666666667,1.5
"2015-2016",6.475,17,70.8333333333333,1.41176470588235
"2021-2022",6.35,18,75,1.33333333333333
"2019-2020",6.225,19,79.1666666666667,1.26315789473684
"2003-2004",4.675,20,83.3333333333333,1.2
"2002-2003",4.525,21,87.5,1.14285714285714
"2008-2009",4.325,22,91.6666666666667,1.09090909090909
"2016-2017",3.25,23,95.8333333333333,1.04347826086957
