Years,x3_hr,rank,Probability,Frequency
"2011-2012",16.6666666666667,1,5.55555555555556,18
"2005-2006",11.5,2,11.1111111111111,9
"2019-2020",9.46666666666667,3,16.6666666666667,6
"2017-2018",8.43333333333333,4,22.2222222222222,4.5
"2012-2013",8.26666666666667,5,27.7777777777778,3.6
"2009-2010",7.76666666666667,6,33.3333333333333,3
"2010-2011",7.36666666666667,7,38.8888888888889,2.57142857142857
"2015-2016",7.06666666666667,8,44.4444444444444,2.25
"2014-2015",7.03333333333333,9,50,2
"2020-2021",6.56666666666667,10,55.5555555555556,1.8
"2018-2019",6.06666666666667,11,61.1111111111111,1.63636363636364
"2013-2014",6.03333333333333,12,66.6666666666667,1.5
"2008-2009",5.46666666666667,13,72.2222222222222,1.38461538461538
"2021-2022",5.23333333333333,14,77.7777777777778,1.28571428571429
"2006-2007",5.2,15,83.3333333333333,1.2
"2007-2008",4.46666666666667,16,88.8888888888889,1.125
"2016-2017",4.33333333333333,17,94.4444444444444,1.05882352941176
