Years,x6_hr,rank,Probability,Frequency
"2000-2001",6.16666666666667,1,4.16666666666667,24
"2015-2016",5.86666666666667,2,8.33333333333333,12
"2013-2014",5.65,3,12.5,8
"2017-2018",5.5,4,16.6666666666667,6
"2004-2005",5.21666666666667,5,20.8333333333333,4.8
"2021-2022",5,6,25,4
"2009-2010",4.83333333333333,7,29.1666666666667,3.42857142857143
"2014-2015",4.63333333333333,8,33.3333333333333,3
"2016-2017",4.2,9,37.5,2.66666666666667
"2012-2013",4.1,10,41.6666666666667,2.4
"2001-2002",3.91666666666667,11,45.8333333333333,2.18181818181818
"2007-2008",3.88333333333333,12,50,2
"2019-2020",3.73333333333333,13,54.1666666666667,1.84615384615385
"1999-2000",3.63333333333333,14,58.3333333333333,1.71428571428571
"2011-2012",3.3,15,62.5,1.6
"2018-2019",3.08333333333333,16,66.6666666666667,1.5
"2008-2009",3.08333333333333,17,70.8333333333333,1.41176470588235
"2002-2003",2.9,18,75,1.33333333333333
"2020-2021",2.75,19,79.1666666666667,1.26315789473684
"2005-2006",2.73333333333333,20,83.3333333333333,1.2
"2010-2011",2.6,21,87.5,1.14285714285714
"2003-2004",2.56666666666667,22,91.6666666666667,1.09090909090909
"2006-2007",1.63333333333333,23,95.8333333333333,1.04347826086957
