Years,x2_5_hr,rank,Probability,Frequency
"2021-2022",14.16,1,6.66666666666667,15
"2009-2010",11.88,2,13.3333333333333,7.5
"2015-2016",11.56,3,20,5
"2019-2020",10,4,26.6666666666667,3.75
"2017-2018",9.88,5,33.3333333333333,3
"2018-2019",9.08,6,40,2.5
"2008-2009",8.44,7,46.6666666666667,2.14285714285714
"2016-2017",7.72,8,53.3333333333333,1.875
"2007-2008",7.4,9,60,1.66666666666667
"2012-2013",7.2,10,66.6666666666667,1.5
"2020-2021",6.52,11,73.3333333333333,1.36363636363636
"2010-2011",6,12,80,1.25
"2013-2014",5.88,13,86.6666666666667,1.15384615384615
"2014-2015",5.88,14,93.3333333333333,1.07142857142857
