Years,x6_hr,rank,Probability,Frequency
"2008-2009",14.6166666666667,1,4.54545454545455,22
"2012-2013",11.0166666666667,2,9.09090909090909,11
"2017-2018",9.9,3,13.6363636363636,7.33333333333333
"2003-2004",9.6,4,18.1818181818182,5.5
"2011-2012",9.13333333333333,5,22.7272727272727,4.4
"2020-2021",8.33333333333333,6,27.2727272727273,3.66666666666667
"2019-2020",8.08333333333333,7,31.8181818181818,3.14285714285714
"2002-2003",7.51666666666667,8,36.3636363636364,2.75
"2018-2019",7.41666666666667,9,40.9090909090909,2.44444444444444
"2001-2002",7.35,10,45.4545454545455,2.2
"2014-2015",7.35,11,50,2
"2016-2017",7.26666666666667,12,54.5454545454545,1.83333333333333
"2004-2005",6.93333333333333,13,59.0909090909091,1.69230769230769
"2010-2011",6.9,14,63.6363636363636,1.57142857142857
"2021-2022",6.75,15,68.1818181818182,1.46666666666667
"2007-2008",5.9,16,72.7272727272727,1.375
"2009-2010",5.81666666666667,17,77.2727272727273,1.29411764705882
"2015-2016",5.55,18,81.8181818181818,1.22222222222222
"2005-2006",4.98333333333333,19,86.3636363636364,1.15789473684211
"2013-2014",4.23333333333333,20,90.9090909090909,1.1
"2006-2007",4.05,21,95.4545454545455,1.04761904761905
