Years,x50_min,rank,Probability,Frequency
"2001-2002",56.64,1,3.44827586206897,29
"1998-1999",51.84,2,6.89655172413793,14.5
"2019-2020",39.96,3,10.3448275862069,9.66666666666667
"2020-2021",36.24,4,13.7931034482759,7.25
"1997-1998",35.28,5,17.2413793103448,5.8
"2003-2004",33,6,20.6896551724138,4.83333333333333
"1995-1996",32.76,7,24.1379310344828,4.14285714285714
"2011-2012",31.32,8,27.5862068965517,3.625
"2016-2017",30.12,9,31.0344827586207,3.22222222222222
"2017-2018",29.76,10,34.4827586206897,2.9
"2018-2019",28.92,11,37.9310344827586,2.63636363636364
"1994-1995",27.6,12,41.3793103448276,2.41666666666667
"2009-2010",27.24,13,44.8275862068966,2.23076923076923
"2014-2015",26.04,14,48.2758620689655,2.07142857142857
"2012-2013",25.68,15,51.7241379310345,1.93333333333333
"2002-2003",24,16,55.1724137931034,1.8125
"2006-2007",23.52,17,58.6206896551724,1.70588235294118
"2015-2016",23.52,18,62.0689655172414,1.61111111111111
"1999-2000",23.16,19,65.5172413793103,1.52631578947368
"2000-2001",22.68,20,68.9655172413793,1.45
"2008-2009",22.2,21,72.4137931034483,1.38095238095238
"1996-1997",20.28,22,75.8620689655172,1.31818181818182
"2010-2011",19.68,23,79.3103448275862,1.26086956521739
"2021-2022",19.56,24,82.7586206896552,1.20833333333333
"2007-2008",17.4,25,86.2068965517241,1.16
"2004-2005",15.6,26,89.6551724137931,1.11538461538462
"2013-2014",15,27,93.1034482758621,1.07407407407407
"2005-2006",14.88,28,96.551724137931,1.03571428571429
