Years,x10_min,rank,Probability,Frequency
"2013-2014",62.4,1,4.54545454545455,22
"2017-2018",57,2,9.09090909090909,11
"2015-2016",47.4,3,13.6363636363636,7.33333333333333
"2005-2006",41.4,4,18.1818181818182,5.5
"2006-2007",40.8,5,22.7272727272727,4.4
"2014-2015",40.8,6,27.2727272727273,3.66666666666667
"2020-2021",39,7,31.8181818181818,3.14285714285714
"2018-2019",37.8,8,36.3636363636364,2.75
"2001-2002",34.2,9,40.9090909090909,2.44444444444444
"2009-2010",33.6,10,45.4545454545455,2.2
"2010-2011",33.6,11,50,2
"2000-2001",33,12,54.5454545454545,1.83333333333333
"2008-2009",30.6,13,59.0909090909091,1.69230769230769
"2012-2013",28.2,14,63.6363636363636,1.57142857142857
"2019-2020",27,15,68.1818181818182,1.46666666666667
"2003-2004",25.8,16,72.7272727272727,1.375
"2016-2017",24.6,17,77.2727272727273,1.29411764705882
"2011-2012",21,18,81.8181818181818,1.22222222222222
"2021-2022",19.8,19,86.3636363636364,1.15789473684211
"2004-2005",19.2,20,90.9090909090909,1.1
"2002-2003",17.4,21,95.4545454545455,1.04761904761905
