Years,x4_hr,rank,Probability,Frequency
"2010-2011",8.55,1,10,10
"2013-2014",7.075,2,20,5
"2015-2016",6.675,3,30,3.33333333333333
"2016-2017",6.35,4,40,2.5
"2012-2013",6.125,5,50,2
"2014-2015",6,6,60,1.66666666666667
"2011-2012",5.6,7,70,1.42857142857143
"2009-2010",5.225,8,80,1.25
"2008-2009",4.925,9,90,1.11111111111111
