Years,x3_5_hr,rank,Probability,Frequency
"2009-2010",8.11428571428572,1,7.14285714285714,14
"2019-2020",6.88571428571429,2,14.2857142857143,7
"2015-2016",6.62857142857143,3,21.4285714285714,4.66666666666667
"2013-2014",4.88571428571429,4,28.5714285714286,3.5
"2018-2019",4,5,35.7142857142857,2.8
"2020-2021",3.34285714285714,6,42.8571428571429,2.33333333333333
"2014-2015",2.94285714285714,7,50,2
"2010-2011",2.88571428571429,8,57.1428571428571,1.75
"2012-2013",2.71428571428571,9,64.2857142857143,1.55555555555556
"2017-2018",2.62857142857143,10,71.4285714285714,1.4
"2021-2022",2.25714285714286,11,78.5714285714286,1.27272727272727
"2011-2012",1.31428571428571,12,85.7142857142857,1.16666666666667
"2016-2017",1.17142857142857,13,92.8571428571429,1.07692307692308
