Years,x10_min,rank,Probability,Frequency
"2011-2012",110.4,1,7.14285714285714,14
"2016-2017",103.2,2,14.2857142857143,7
"2010-2011",101.4,3,21.4285714285714,4.66666666666667
"2012-2013",65.4,4,28.5714285714286,3.5
"2009-2010",62.4,5,35.7142857142857,2.8
"2017-2018",61.8,6,42.8571428571429,2.33333333333333
"2018-2019",58.8,7,50,2
"2020-2021",53.4,8,57.1428571428571,1.75
"2019-2020",52.2,9,64.2857142857143,1.55555555555556
"2013-2014",51,10,71.4285714285714,1.4
"2014-2015",49.2,11,78.5714285714286,1.27272727272727
"2015-2016",41.4,12,85.7142857142857,1.16666666666667
"2021-2022",40.2,13,92.8571428571429,1.07692307692308
