Years,x4_hr,rank,Probability,Frequency
"2019-2020",10.9,1,3.57142857142857,28
"2007-2008",9.85,2,7.14285714285714,14
"2010-2011",8.85,3,10.7142857142857,9.33333333333333
"1997-1998",8.8,4,14.2857142857143,7
"2001-2002",8.675,5,17.8571428571429,5.6
"2002-2003",7.925,6,21.4285714285714,4.66666666666667
"2020-2021",7.8,7,25,4
"2013-2014",7.775,8,28.5714285714286,3.5
"2006-2007",7.1,9,32.1428571428571,3.11111111111111
"2000-2001",6.825,10,35.7142857142857,2.8
"2016-2017",6.575,11,39.2857142857143,2.54545454545455
"2012-2013",6.225,12,42.8571428571429,2.33333333333333
"2003-2004",6.075,13,46.4285714285714,2.15384615384615
"2011-2012",6.05,14,50,2
"2015-2016",6,15,53.5714285714286,1.86666666666667
"2005-2006",5.975,16,57.1428571428571,1.75
"2004-2005",5.875,17,60.7142857142857,1.64705882352941
"2014-2015",5.625,18,64.2857142857143,1.55555555555556
"2017-2018",5.45,19,67.8571428571429,1.47368421052632
"2009-2010",5.275,20,71.4285714285714,1.4
"1996-1997",4.925,21,75,1.33333333333333
"2018-2019",4.825,22,78.5714285714286,1.27272727272727
"2008-2009",4.3,23,82.1428571428571,1.21739130434783
"2021-2022",4.15,24,85.7142857142857,1.16666666666667
"1999-2000",2.55,25,89.2857142857143,1.12
"1995-1996",2.1,26,92.8571428571429,1.07692307692308
"1998-1999",0.5,27,96.4285714285714,1.03703703703704
