Years,x4_5_hr,rank,Probability,Frequency
"2009-2010",9.04444444444444,1,6.25,16
"2021-2022",7.8,2,12.5,8
"2014-2015",7.71111111111111,3,18.75,5.33333333333333
"2010-2011",7.15555555555556,4,25,4
"2020-2021",6.75555555555556,5,31.25,3.2
"2012-2013",6.68888888888889,6,37.5,2.66666666666667
"2016-2017",6.66666666666667,7,43.75,2.28571428571429
"2013-2014",6.57777777777778,8,50,2
"2008-2009",6.42222222222222,9,56.25,1.77777777777778
"2015-2016",6.02222222222222,10,62.5,1.6
"2019-2020",5.86666666666667,11,68.75,1.45454545454545
"2018-2019",5.64444444444444,12,75,1.33333333333333
"2011-2012",5.46666666666667,13,81.25,1.23076923076923
"2007-2008",5.2,14,87.5,1.14285714285714
"2017-2018",4.75555555555556,15,93.75,1.06666666666667
