Years,x1_hr,rank,Probability,Frequency
"2009-2010",21.6,1,7.69230769230769,13
"2004-2005",19.8,2,15.3846153846154,6.5
"2017-2018",16.8,3,23.0769230769231,4.33333333333333
"2005-2006",15.3,4,30.7692307692308,3.25
"2006-2007",13.6,5,38.4615384615385,2.6
"2007-2008",12.7,6,46.1538461538462,2.16666666666667
"2018-2019",11,7,53.8461538461538,1.85714285714286
"2015-2016",8.3,8,61.5384615384615,1.625
"2014-2015",7.9,9,69.2307692307692,1.44444444444444
"2016-2017",6.3,10,76.9230769230769,1.3
"2020-2021",5.1,11,84.6153846153846,1.18181818181818
"2008-2009",4.4,12,92.3076923076923,1.08333333333333
