Years,x20_min,rank,Probability,Frequency
"2011-2012",49.5,1,16.6666666666667,6
"2010-2011",47.4,2,33.3333333333333,3
"2005-2006",47.1,3,50,2
"2009-2010",43.5,4,66.6666666666667,1.5
"2008-2009",41.7,5,83.3333333333333,1.2
