Years,x40_min,rank,Probability,Frequency
"1997-1998",31.05,1,3.7037037037037,27
"2013-2014",28.95,2,7.40740740740741,13.5
"2002-2003",22.8,3,11.1111111111111,9
"2000-2001",20.7,4,14.8148148148148,6.75
"2008-2009",20.25,5,18.5185185185185,5.4
"2004-2005",18.75,6,22.2222222222222,4.5
"1996-1997",18.45,7,25.9259259259259,3.85714285714286
"2019-2020",18.15,8,29.6296296296296,3.375
"2014-2015",17.85,9,33.3333333333333,3
"2009-2010",15.75,10,37.037037037037,2.7
"2012-2013",15.75,11,40.7407407407407,2.45454545454545
"2018-2019",15.45,12,44.4444444444444,2.25
"2005-2006",15.15,13,48.1481481481481,2.07692307692308
"2003-2004",14.1,14,51.8518518518518,1.92857142857143
"2017-2018",14.1,15,55.5555555555556,1.8
"2010-2011",13.35,16,59.2592592592593,1.6875
"2016-2017",11.25,17,62.962962962963,1.58823529411765
"2020-2021",10.95,18,66.6666666666667,1.5
"2015-2016",10.8,19,70.3703703703704,1.42105263157895
"2001-2002",9.9,20,74.0740740740741,1.35
"2006-2007",8.85,21,77.7777777777778,1.28571428571429
"2007-2008",8.25,22,81.4814814814815,1.22727272727273
"2011-2012",6.9,23,85.1851851851852,1.17391304347826
"1999-2000",6.75,24,88.8888888888889,1.125
"2021-2022",6.75,25,92.5925925925926,1.08
"1998-1999",4.05,26,96.2962962962963,1.03846153846154
