Years,x10_min,rank,Probability,Frequency
"2009-2010",50.4,1,10,10
"2014-2015",46.2,2,20,5
"2011-2012",45,3,30,3.33333333333333
"2016-2017",40.8,4,40,2.5
"2012-2013",36.6,5,50,2
"2008-2009",33.6,6,60,1.66666666666667
"2010-2011",33,7,70,1.42857142857143
"2015-2016",28.2,8,80,1.25
"2013-2014",27.6,9,90,1.11111111111111
