Years,x5_hr,rank,Probability,Frequency
"1994-1995",9.8,1,3.125,32
"2005-2006",6.08,2,6.25,16
"2015-2016",6.04,3,9.375,10.6666666666667
"2004-2005",4.62,4,12.5,8
"2013-2014",3.88,5,15.625,6.4
"2002-2003",3.66,6,18.75,5.33333333333333
"1992-1993",3.6,7,21.875,4.57142857142857
"2010-2011",3.44,8,25,4
"1997-1998",3.4,9,28.125,3.55555555555556
"2009-2010",3.28,10,31.25,3.2
"2017-2018",3.26,11,34.375,2.90909090909091
"2014-2015",3.22,12,37.5,2.66666666666667
"2008-2009",3.12,13,40.625,2.46153846153846
"2020-2021",3.06,14,43.75,2.28571428571429
"2021-2022",2.96,15,46.875,2.13333333333333
"2007-2008",2.94,16,50,2
"2001-2002",2.9,17,53.125,1.88235294117647
"1996-1997",2.8,18,56.25,1.77777777777778
"2016-2017",2.78,19,59.375,1.68421052631579
"2000-2001",2.72,20,62.5,1.6
"2003-2004",2.66,21,65.625,1.52380952380952
"2006-2007",2.6,22,68.75,1.45454545454545
"2011-2012",2.58,23,71.875,1.39130434782609
"2012-2013",2.5,24,75,1.33333333333333
"2019-2020",2.42,25,78.125,1.28
"1993-1994",2.4,26,81.25,1.23076923076923
"1999-2000",2.2,27,84.375,1.18518518518519
"1995-1996",2,28,87.5,1.14285714285714
"2018-2019",1.4,29,90.625,1.10344827586207
"1998-1999",1.06,30,93.75,1.06666666666667
"1991-1992",0.2306,31,96.875,1.03225806451613
