Years,x2_5_hr,rank,Probability,Frequency
"2008-2009",6.76,1,20,5
"2011-2012",5.52,2,40,2.5
"2005-2006",3.52,3,60,1.66666666666667
"2010-2011",2.72,4,80,1.25
