Years,x20_min,rank,Probability,Frequency
"2020-2021",37.5,1,4.54545454545455,22
"2003-2004",36.3,2,9.09090909090909,11
"2017-2018",35.7,3,13.6363636363636,7.33333333333333
"2011-2012",33.6,4,18.1818181818182,5.5
"2009-2010",33,5,22.7272727272727,4.4
"2001-2002",32.7,6,27.2727272727273,3.66666666666667
"2015-2016",30,7,31.8181818181818,3.14285714285714
"2012-2013",28.5,8,36.3636363636364,2.75
"2014-2015",22.5,9,40.9090909090909,2.44444444444444
"2008-2009",21.9,10,45.4545454545455,2.2
"2002-2003",21.6,11,50,2
"2013-2014",20.4,12,54.5454545454545,1.83333333333333
"2006-2007",20.1,13,59.0909090909091,1.69230769230769
"2005-2006",19.2,14,63.6363636363636,1.57142857142857
"2007-2008",19.2,15,68.1818181818182,1.46666666666667
"2016-2017",18.6,16,72.7272727272727,1.375
"2021-2022",18.6,17,77.2727272727273,1.29411764705882
"2004-2005",18.3,18,81.8181818181818,1.22222222222222
"2018-2019",18,19,86.3636363636364,1.15789473684211
"2019-2020",17.4,20,90.9090909090909,1.1
"2010-2011",13.2,21,95.4545454545455,1.04761904761905
