Years,x30_min,rank,Probability,Frequency
"2018-2019",33.4,1,7.14285714285714,14
"2017-2018",28,2,14.2857142857143,7
"2019-2020",20,3,21.4285714285714,4.66666666666667
"2009-2010",17.8,4,28.5714285714286,3.5
"2014-2015",12,5,35.7142857142857,2.8
"2013-2014",11.8,6,42.8571428571429,2.33333333333333
"2020-2021",9.2,7,50,2
"2015-2016",9.2,8,57.1428571428571,1.75
"2010-2011",8,9,64.2857142857143,1.55555555555556
"2012-2013",6.8,10,71.4285714285714,1.4
"2016-2017",6.4,11,78.5714285714286,1.27272727272727
"2021-2022",5,12,85.7142857142857,1.16666666666667
"2011-2012",3.4,13,92.8571428571429,1.07692307692308
