Years,x40_min,rank,Probability,Frequency
"2002-2003",25.05,1,16.6666666666667,6
"2009-2010",23.25,2,33.3333333333333,3
"2008-2009",19.5,3,50,2
"2011-2012",17.25,4,66.6666666666667,1.5
"2010-2011",15.75,5,83.3333333333333,1.2
