Years,x5_hr,rank,Probability,Frequency
"2015-2016",7.7,1,4,25
"2019-2020",7.64,2,8,12.5
"2008-2009",7.16,3,12,8.33333333333333
"2013-2014",6.76,4,16,6.25
"2009-2010",6.2,5,20,5
"2001-2002",6.02,6,24,4.16666666666667
"2020-2021",5.9,7,28,3.57142857142857
"1998-1999",5.88,8,32,3.125
"2010-2011",5.56,9,36,2.77777777777778
"2014-2015",5.42,10,40,2.5
"2017-2018",5.42,11,44,2.27272727272727
"2018-2019",5.34,12,48,2.08333333333333
"1999-2000",5.12,13,52,1.92307692307692
"2002-2003",5,14,56,1.78571428571429
"2012-2013",4.98,15,60,1.66666666666667
"2003-2004",4.94,16,64,1.5625
"2005-2006",4.58,17,68,1.47058823529412
"2016-2017",4.38,18,72,1.38888888888889
"2006-2007",3.76,19,76,1.31578947368421
"2004-2005",3.7,20,80,1.25
"2000-2001",3.46,21,84,1.19047619047619
"2011-2012",3.44,22,88,1.13636363636364
"2021-2022",3.3,23,92,1.08695652173913
"2007-2008",2.78,24,96,1.04166666666667
