Years,x50_min,rank,Probability,Frequency
"2009-2010",22.56,1,7.14285714285714,14
"2013-2014",17.04,2,14.2857142857143,7
"2015-2016",10.8,3,21.4285714285714,4.66666666666667
"2019-2020",9.36,4,28.5714285714286,3.5
"2017-2018",8.76,5,35.7142857142857,2.8
"2014-2015",8.52,6,42.8571428571429,2.33333333333333
"2021-2022",8.4,7,50,2
"2010-2011",7.08,8,57.1428571428571,1.75
"2012-2013",6,9,64.2857142857143,1.55555555555556
"2018-2019",6,10,71.4285714285714,1.4
"2020-2021",5.4,11,78.5714285714286,1.27272727272727
"2011-2012",4.32,12,85.7142857142857,1.16666666666667
"2016-2017",3.36,13,92.8571428571429,1.07692307692308
