Years,x2_hr,rank,Probability,Frequency
"2015-2016",18.4,1,3.2258064516129,31
"2008-2009",16.75,2,6.45161290322581,15.5
"2001-2002",14.05,3,9.67741935483871,10.3333333333333
"2017-2018",12.65,4,12.9032258064516,7.75
"2020-2021",11.15,5,16.1290322580645,6.2
"2002-2003",11.1,6,19.3548387096774,5.16666666666667
"1996-1997",11.1,7,22.5806451612903,4.42857142857143
"2005-2006",11.1,8,25.8064516129032,3.875
"2009-2010",10.7,9,29.0322580645161,3.44444444444444
"2019-2020",10.65,10,32.258064516129,3.1
"2018-2019",9.95,11,35.4838709677419,2.81818181818182
"2013-2014",9.95,12,38.7096774193548,2.58333333333333
"2010-2011",9.8,13,41.9354838709677,2.38461538461538
"2007-2008",9.6,14,45.1612903225806,2.21428571428571
"2003-2004",8.8,15,48.3870967741936,2.06666666666667
"1999-2000",8.75,16,51.6129032258064,1.9375
"2000-2001",8.75,17,54.8387096774194,1.82352941176471
"2016-2017",8.65,18,58.0645161290323,1.72222222222222
"2006-2007",8.6,19,61.2903225806452,1.63157894736842
"1998-1999",8.1,20,64.5161290322581,1.55
"2014-2015",8.05,21,67.741935483871,1.47619047619048
"1992-1993",7.8,22,70.9677419354839,1.40909090909091
"1997-1998",7.55,23,74.1935483870968,1.34782608695652
"2004-2005",7.55,24,77.4193548387097,1.29166666666667
"2012-2013",7.35,25,80.6451612903226,1.24
"1993-1994",6.75,26,83.8709677419355,1.19230769230769
"1995-1996",6.6,27,87.0967741935484,1.14814814814815
"2021-2022",6.2,28,90.3225806451613,1.10714285714286
"2011-2012",5.55,29,93.5483870967742,1.06896551724138
"1994-1995",5.125,30,96.7741935483871,1.03333333333333
