Years,x30_min,rank,Probability,Frequency
"2012-2013",59.4,1,7.14285714285714,14
"2010-2011",56.4,2,14.2857142857143,7
"2011-2012",51.4,3,21.4285714285714,4.66666666666667
"2017-2018",46.2,4,28.5714285714286,3.5
"2016-2017",43.8,5,35.7142857142857,2.8
"2020-2021",34.2,6,42.8571428571429,2.33333333333333
"2009-2010",34,7,50,2
"2019-2020",34,8,57.1428571428571,1.75
"2013-2014",32.2,9,64.2857142857143,1.55555555555556
"2018-2019",31.8,10,71.4285714285714,1.4
"2014-2015",26.6,11,78.5714285714286,1.27272727272727
"2021-2022",25.6,12,85.7142857142857,1.16666666666667
"2015-2016",24.8,13,92.8571428571429,1.07692307692308
