Years,x6_hr,rank,Probability,Frequency
"2018-2019",4.56666666666667,1,7.69230769230769,13
"2014-2015",3.86666666666667,2,15.3846153846154,6.5
"2012-2013",3.31666666666667,3,23.0769230769231,4.33333333333333
"2013-2014",3.16666666666667,4,30.7692307692308,3.25
"2010-2011",2.78333333333333,5,38.4615384615385,2.6
"2019-2020",2.55,6,46.1538461538462,2.16666666666667
"2015-2016",2.08333333333333,7,53.8461538461538,1.85714285714286
"2020-2021",2.03333333333333,8,61.5384615384615,1.625
"2021-2022",2,9,69.2307692307692,1.44444444444444
"2017-2018",1.63333333333333,10,76.9230769230769,1.3
"2011-2012",1.46666666666667,11,84.6153846153846,1.18181818181818
"2016-2017",1.25,12,92.3076923076923,1.08333333333333
