Years,x30_min,rank,Probability,Frequency
"2014-2015",52.6,1,5.26315789473684,19
"2019-2020",45.4,2,10.5263157894737,9.5
"2011-2012",38.6,3,15.7894736842105,6.33333333333333
"2009-2010",35.4,4,21.0526315789474,4.75
"2020-2021",35.4,5,26.3157894736842,3.8
"2006-2007",31.6,6,31.5789473684211,3.16666666666667
"2017-2018",31,7,36.8421052631579,2.71428571428571
"2015-2016",30,8,42.1052631578947,2.375
"2008-2009",29.4,9,47.3684210526316,2.11111111111111
"2021-2022",27.8,10,52.6315789473684,1.9
"2005-2006",27,11,57.8947368421053,1.72727272727273
"2012-2013",26,12,63.1578947368421,1.58333333333333
"2010-2011",25.8,13,68.4210526315789,1.46153846153846
"2018-2019",25.6,14,73.6842105263158,1.35714285714286
"2004-2005",24,15,78.9473684210526,1.26666666666667
"2016-2017",24,16,84.2105263157895,1.1875
"2013-2014",19,17,89.4736842105263,1.11764705882353
"2007-2008",18.6,18,94.7368421052632,1.05555555555556
