Years,x40_min,rank,Probability,Frequency
"2005-2006",31.8,1,5.55555555555556,18
"2017-2018",28.65,2,11.1111111111111,9
"2007-2008",26.55,3,16.6666666666667,6
"2009-2010",26.4,4,22.2222222222222,4.5
"2016-2017",24.3,5,27.7777777777778,3.6
"2008-2009",23.1,6,33.3333333333333,3
"2018-2019",21.45,7,38.8888888888889,2.57142857142857
"2013-2014",20.85,8,44.4444444444444,2.25
"2015-2016",20.1,9,50,2
"2020-2021",17.55,10,55.5555555555556,1.8
"2014-2015",16.35,11,61.1111111111111,1.63636363636364
"2010-2011",15.75,12,66.6666666666667,1.5
"2006-2007",15,13,72.2222222222222,1.38461538461538
"2012-2013",15,14,77.7777777777778,1.28571428571429
"2019-2020",14.7,15,83.3333333333333,1.2
"2021-2022",13.2,16,88.8888888888889,1.125
"2011-2012",9.9,17,94.4444444444444,1.05882352941176
