Years,x2_hr,rank,Probability,Frequency
"2009-2010",22.25,1,3.7037037037037,27
"1997-1998",21.59,2,7.40740740740741,13.5
"1996-1997",17.907,3,11.1111111111111,9
"2005-2006",13.2,4,14.8148148148148,6.75
"2004-2005",13.1,5,18.5185185185185,5.4
"2016-2017",11.9,6,22.2222222222222,4.5
"2018-2019",11.5,7,25.9259259259259,3.85714285714286
"2017-2018",10.1,8,29.6296296296296,3.375
"2001-2002",9.9,9,33.3333333333333,3
"2019-2020",9.45,10,37.037037037037,2.7
"2012-2013",9.35,11,40.7407407407407,2.45454545454545
"2013-2014",9.3,12,44.4444444444444,2.25
"2008-2009",8.6,13,48.1481481481481,2.07692307692308
"2020-2021",8.6,14,51.8518518518518,1.92857142857143
"2014-2015",8.5,15,55.5555555555556,1.8
"2002-2003",7.8,16,59.2592592592593,1.6875
"2011-2012",7.75,17,62.962962962963,1.58823529411765
"1999-2000",7.65,18,66.6666666666667,1.5
"2003-2004",7.5,19,70.3703703703704,1.42105263157895
"1998-1999",7.2,20,74.0740740740741,1.35
"2006-2007",6.95,21,77.7777777777778,1.28571428571429
"2010-2011",6.75,22,81.4814814814815,1.22727272727273
"2000-2001",6.7,23,85.1851851851852,1.17391304347826
"2021-2022",6.5,24,88.8888888888889,1.125
"2015-2016",6.2,25,92.5925925925926,1.08
"2007-2008",4.8,26,96.2962962962963,1.03846153846154
