Years,x3_5_hr,rank,Probability,Frequency
"2019-2020",9.25714285714286,1,4,25
"2008-2009",9.02857142857143,2,8,12.5
"2001-2002",8.57142857142857,3,12,8.33333333333333
"2013-2014",8.25714285714286,4,16,6.25
"2015-2016",7.94285714285714,5,20,5
"2017-2018",7.71428571428571,6,24,4.16666666666667
"2020-2021",7.48571428571429,7,28,3.57142857142857
"1998-1999",7.11428571428571,8,32,3.125
"2014-2015",6.91428571428572,9,36,2.77777777777778
"2003-2004",6.77142857142857,10,40,2.5
"2010-2011",6.74285714285714,11,44,2.27272727272727
"2018-2019",6.68571428571429,12,48,2.08333333333333
"2012-2013",6.62857142857143,13,52,1.92307692307692
"2002-2003",6.6,14,56,1.78571428571429
"2005-2006",6.08571428571429,15,60,1.66666666666667
"2009-2010",6.08571428571429,16,64,1.5625
"1999-2000",5.48571428571429,17,68,1.47058823529412
"2004-2005",5.28571428571429,18,72,1.38888888888889
"2006-2007",5.28571428571429,19,76,1.31578947368421
"2011-2012",4.91428571428571,20,80,1.25
"2016-2017",4.45714285714286,21,84,1.19047619047619
"2021-2022",3.97142857142857,22,88,1.13636363636364
"2000-2001",3.82857142857143,23,92,1.08695652173913
"2007-2008",3.11428571428571,24,96,1.04166666666667
