Years,x1_5_hr,rank,Probability,Frequency
"2001-2002",18.9333333333333,1,4,25
"2017-2018",17.1333333333333,2,8,12.5
"2012-2013",15.4,3,12,8.33333333333333
"2013-2014",14.1333333333333,4,16,6.25
"2009-2010",13.6666666666667,5,20,5
"2010-2011",13.2,6,24,4.16666666666667
"2020-2021",13,7,28,3.57142857142857
"2008-2009",13,8,32,3.125
"2002-2003",12.9333333333333,9,36,2.77777777777778
"2015-2016",12.8666666666667,10,40,2.5
"2003-2004",11.8,11,44,2.27272727272727
"2019-2020",11.7333333333333,12,48,2.08333333333333
"2011-2012",11.4,13,52,1.92307692307692
"2014-2015",10.5333333333333,14,56,1.78571428571429
"2004-2005",9.8,15,60,1.66666666666667
"2006-2007",9.73333333333333,16,64,1.5625
"2005-2006",9.73333333333333,17,68,1.47058823529412
"2018-2019",9.53333333333333,18,72,1.38888888888889
"1998-1999",8.86666666666667,19,76,1.31578947368421
"1999-2000",8.26666666666667,20,80,1.25
"2016-2017",7.26666666666667,21,84,1.19047619047619
"2000-2001",7.06666666666667,22,88,1.13636363636364
"2021-2022",6.86666666666667,23,92,1.08695652173913
"2007-2008",5.53333333333333,24,96,1.04166666666667
