Years,x40_min,rank,Probability,Frequency
"2009-2010",39.3,1,4.16666666666667,24
"2017-2018",36.75,2,8.33333333333333,12
"2007-2008",28.8,3,12.5,8
"2013-2014",24.75,4,16.6666666666667,6
"2000-2001",24.15,5,20.8333333333333,4.8
"2014-2015",23.7,6,25,4
"2004-2005",22.2,7,29.1666666666667,3.42857142857143
"2018-2019",19.95,8,33.3333333333333,3
"2020-2021",19.8,9,37.5,2.66666666666667
"2005-2006",19.8,10,41.6666666666667,2.4
"2010-2011",18.15,11,45.8333333333333,2.18181818181818
"2001-2002",17.4,12,50,2
"2016-2017",17.1,13,54.1666666666667,1.84615384615385
"2008-2009",15.75,14,58.3333333333333,1.71428571428571
"2021-2022",15.75,15,62.5,1.6
"1999-2000",14.85,16,66.6666666666667,1.5
"2019-2020",14.7,17,70.8333333333333,1.41176470588235
"2002-2003",14.55,18,75,1.33333333333333
"2011-2012",14.25,19,79.1666666666667,1.26315789473684
"2012-2013",14.1,20,83.3333333333333,1.2
"2006-2007",13.95,21,87.5,1.14285714285714
"2015-2016",12.15,22,91.6666666666667,1.09090909090909
"2003-2004",10.35,23,95.8333333333333,1.04347826086957
