Years,x50_min,rank,Probability,Frequency
"2013-2014",21.36,1,6.66666666666667,15
"2019-2020",20.16,2,13.3333333333333,7.5
"2016-2017",12.96,3,20,5
"2015-2016",9.96,4,26.6666666666667,3.75
"2009-2010",9.72,5,33.3333333333333,3
"2014-2015",6.24,6,40,2.5
"2017-2018",5.88,7,46.6666666666667,2.14285714285714
"2018-2019",5.64,8,53.3333333333333,1.875
"2020-2021",5.04,9,60,1.66666666666667
"2021-2022",4.92,10,66.6666666666667,1.5
"2012-2013",3.48,11,73.3333333333333,1.36363636363636
"2007-2008",2.88,12,80,1.25
"2010-2011",1.8,13,86.6666666666667,1.15384615384615
"2008-2009",1.08,14,93.3333333333333,1.07142857142857
