Years,x1_5_hr,rank,Probability,Frequency
"2008-2009",23.26666667,1,3.84615384615385,26
"2014-2015",20.66666667,2,7.69230769230769,13
"2000-2001",20.06666667,3,11.5384615384615,8.66666666666667
"2020-2021",19.06666667,4,15.3846153846154,6.5
"2011-2012",17.2,5,19.2307692307692,5.2
"2003-2004",13.86666667,6,23.0769230769231,4.33333333333333
"2004-2005",13.86666667,7,26.9230769230769,3.71428571428571
"2019-2020",13.86666667,8,30.7692307692308,3.25
"2013-2014",13.73333333,9,34.6153846153846,2.88888888888889
"1995-1996",13.13333333,10,38.4615384615385,2.6
"2010-2011",12.93333333,11,42.3076923076923,2.36363636363636
"2015-2016",12.86666667,12,46.1538461538462,2.16666666666667
"2017-2018",12.73333333,13,50,2
"2009-2010",11.93333333,14,53.8461538461538,1.85714285714286
"2006-2007",10.93333333,15,57.6923076923077,1.73333333333333
"1996-1997",10.66666667,16,61.5384615384615,1.625
"2018-2019",10.66666667,17,65.3846153846154,1.52941176470588
"2021-2022",10.46666667,18,69.2307692307692,1.44444444444444
"2002-2003",10.13333333,19,73.0769230769231,1.36842105263158
"2001-2002",9.866666667,20,76.9230769230769,1.3
"2007-2008",9.666666667,21,80.7692307692308,1.23809523809524
"1997-1998",9.4,22,84.6153846153846,1.18181818181818
"2012-2013",8.866666667,23,88.4615384615385,1.1304347826087
"2005-2006",8.2,24,92.3076923076923,1.08333333333333
"2016-2017",6.466666667,25,96.1538461538462,1.04
