Years,x3_5_hr,rank,Probability,Frequency
"2020-2021",13.28571429,1,5.55555555555556,18
"2009-2010",12.82857143,2,11.1111111111111,9
"2014-2015",12.71428571,3,16.6666666666667,6
"2011-2012",11.94285714,4,22.2222222222222,4.5
"2017-2018",11.48571429,5,27.7777777777778,3.6
"2021-2022",10.51428571,6,33.3333333333333,3
"2008-2009",10.31428571,7,38.8888888888889,2.57142857142857
"2012-2013",10.08571429,8,44.4444444444444,2.25
"2019-2020",9.971428571,9,50,2
"2010-2011",9.828571429,10,55.5555555555556,1.8
"2018-2019",9.828571429,11,61.1111111111111,1.63636363636364
"2013-2014",9.114285714,12,66.6666666666667,1.5
"2007-2008",8.714285714,13,72.2222222222222,1.38461538461538
"2015-2016",8.685714286,14,77.7777777777778,1.28571428571429
"2005-2006",8.542857143,15,83.3333333333333,1.2
"2006-2007",7.857142857,16,88.8888888888889,1.125
"2016-2017",6.771428571,17,94.4444444444444,1.05882352941176
