Years,x40_min,rank,Probability,Frequency
"2008-2009",46.05,1,5.55555555555556,18
"2015-2016",41.85,2,11.1111111111111,9
"2010-2011",39.6,3,16.6666666666667,6
"2009-2010",39.15,4,22.2222222222222,4.5
"2018-2019",37.8,5,27.7777777777778,3.6
"2020-2021",37.2,6,33.3333333333333,3
"2011-2012",35.85,7,38.8888888888889,2.57142857142857
"2007-2008",33.15,8,44.4444444444444,2.25
"2017-2018",32.25,9,50,2
"2014-2015",29.55,10,55.5555555555556,1.8
"2005-2006",27.9,11,61.1111111111111,1.63636363636364
"2019-2020",27.3,12,66.6666666666667,1.5
"2012-2013",24,13,72.2222222222222,1.38461538461538
"2016-2017",22.5,14,77.7777777777778,1.28571428571429
"2021-2022",22.5,15,83.3333333333333,1.2
"2006-2007",21.45,16,88.8888888888889,1.125
"2013-2014",19.65,17,94.4444444444444,1.05882352941176
