Years,x30_min,rank,Probability,Frequency
"2002-2003",36.6,1,6.25,16
"2000-2001",28.4,2,12.5,8
"2006-2007",22.6,3,18.75,5.33333333333333
"1994-1995",22.2,4,25,4
"2007-2008",20.8,5,31.25,3.2
"1997-1998",20.4,6,37.5,2.66666666666667
"1996-1997",19.4,7,43.75,2.28571428571429
"2005-2006",18.4,8,50,2
"1993-1994",17.6,9,56.25,1.77777777777778
"2003-2004",16.6,10,62.5,1.6
"1998-1999",14.6,11,68.75,1.45454545454545
"2001-2002",12.8,12,75,1.33333333333333
"1995-1996",11.5,13,81.25,1.23076923076923
"2004-2005",10.8,14,87.5,1.14285714285714
"1999-2000",10.6,15,93.75,1.06666666666667
