Years,x2_5_hr,rank,Probability,Frequency
"2008-2009",12.04,1,5.55555555555556,18
"2017-2018",11.8,2,11.1111111111111,9
"2011-2012",7.4,3,16.6666666666667,6
"2014-2015",7.24,4,22.2222222222222,4.5
"2009-2010",7,5,27.7777777777778,3.6
"2016-2017",6.88,6,33.3333333333333,3
"2012-2013",6.68,7,38.8888888888889,2.57142857142857
"2021-2022",6.64,8,44.4444444444444,2.25
"2015-2016",6.36,9,50,2
"2018-2019",6.36,10,55.5555555555556,1.8
"2019-2020",6.36,11,61.1111111111111,1.63636363636364
"2013-2014",5.8,12,66.6666666666667,1.5
"2020-2021",5.64,13,72.2222222222222,1.38461538461538
"2010-2011",4.76,14,77.7777777777778,1.28571428571429
"2006-2007",4.56,15,83.3333333333333,1.2
"2007-2008",4.36,16,88.8888888888889,1.125
"1993-1994",3.44,17,94.4444444444444,1.05882352941176
