Years,x30_min,rank,Probability,Frequency
"1994-1995",62,1,3.125,32
"2015-2016",45,2,6.25,16
"2002-2003",31,3,9.375,10.6666666666667
"2004-2005",25.6,4,12.5,8
"2013-2014",22.6,5,15.625,6.4
"1997-1998",22,6,18.75,5.33333333333333
"2006-2007",20.6,7,21.875,4.57142857142857
"2005-2006",18.2,8,25,4
"2017-2018",18.2,9,28.125,3.55555555555556
"2007-2008",17.6,10,31.25,3.2
"2014-2015",15,11,34.375,2.90909090909091
"2011-2012",14.4,12,37.5,2.66666666666667
"2000-2001",14.2,13,40.625,2.46153846153846
"2008-2009",14.2,14,43.75,2.28571428571429
"2016-2017",14.2,15,46.875,2.13333333333333
"2010-2011",14,16,50,2
"1992-1993",14,17,53.125,1.88235294117647
"1996-1997",14,18,56.25,1.77777777777778
"2019-2020",13.6,19,59.375,1.68421052631579
"2009-2010",12,20,62.5,1.6
"2003-2004",11.8,21,65.625,1.52380952380952
"2012-2013",11.6,22,68.75,1.45454545454545
"2001-2002",11.4,23,71.875,1.39130434782609
"2020-2021",11,24,75,1.33333333333333
"2021-2022",10,25,78.125,1.28
"2018-2019",8.6,26,81.25,1.23076923076923
"1995-1996",8,27,84.375,1.18518518518519
"1998-1999",6.8,28,87.5,1.14285714285714
"1993-1994",6,29,90.625,1.10344827586207
"1999-2000",5.8,30,93.75,1.06666666666667
"1991-1992",2.068,31,96.875,1.03225806451613
