Years,x4_hr,rank,Probability,Frequency
"2017-2018",6.425,1,7.69230769230769,13
"2006-2007",5.625,2,15.3846153846154,6.5
"2009-2010",5.45,3,23.0769230769231,4.33333333333333
"2014-2015",5.2,4,30.7692307692308,3.25
"2004-2005",4.95,5,38.4615384615385,2.6
"2005-2006",4.05,6,46.1538461538462,2.16666666666667
"2007-2008",3.95,7,53.8461538461538,1.85714285714286
"2018-2019",3.25,8,61.5384615384615,1.625
"2016-2017",3.2,9,69.2307692307692,1.44444444444444
"2008-2009",2.3,10,76.9230769230769,1.3
"2015-2016",2.225,11,84.6153846153846,1.18181818181818
"2020-2021",2.025,12,92.3076923076923,1.08333333333333
