Years,x10_min,rank,Probability,Frequency
"2017-2018",107.4,1,5.26315789473684,19
"2019-2020",97.8,2,10.5263157894737,9.5
"2018-2019",60.6,3,15.7894736842105,6.33333333333333
"2015-2016",60,4,21.0526315789474,4.75
"2020-2021",59.4,5,26.3157894736842,3.8
"2009-2010",55.8,6,31.5789473684211,3.16666666666667
"2021-2022",53.4,7,36.8421052631579,2.71428571428571
"2011-2012",51,8,42.1052631578947,2.375
"2014-2015",51,9,47.3684210526316,2.11111111111111
"2010-2011",49.8,10,52.6315789473684,1.9
"2004-2005",46.8,11,57.8947368421053,1.72727272727273
"2007-2008",44.4,12,63.1578947368421,1.58333333333333
"2013-2014",43.2,13,68.4210526315789,1.46153846153846
"2006-2007",42.6,14,73.6842105263158,1.35714285714286
"2012-2013",41.4,15,78.9473684210526,1.26666666666667
"2008-2009",37.8,16,84.2105263157895,1.1875
"2005-2006",36.6,17,89.4736842105263,1.11764705882353
"2016-2017",32.4,18,94.7368421052632,1.05555555555556
