Years,x50_min,rank,Probability,Frequency
"2017-2018",28.8,1,3.84615384615385,26
"2019-2020",26.88,2,7.69230769230769,13
"2012-2013",23.16,3,11.5384615384615,8.66666666666667
"2001-2002",22.92,4,15.3846153846154,6.5
"2005-2006",22.92,5,19.2307692307692,5.2
"2006-2007",21.48,6,23.0769230769231,4.33333333333333
"2015-2016",19.92,7,26.9230769230769,3.71428571428571
"2020-2021",19.32,8,30.7692307692308,3.25
"2004-2005",18.36,9,34.6153846153846,2.88888888888889
"2010-2011",17.28,10,38.4615384615385,2.6
"2018-2019",16.44,11,42.3076923076923,2.36363636363636
"2016-2017",15.96,12,46.1538461538462,2.16666666666667
"2002-2003",15.72,13,50,2
"2003-2004",15.36,14,53.8461538461538,1.85714285714286
"2008-2009",13.92,15,57.6923076923077,1.73333333333333
"2009-2010",13.56,16,61.5384615384615,1.625
"2013-2014",13.32,17,65.3846153846154,1.52941176470588
"2014-2015",11.88,18,69.2307692307692,1.44444444444444
"1998-1999",11.28,19,73.0769230769231,1.36842105263158
"1996-1997",11.04,20,76.9230769230769,1.3
"2007-2008",10.32,21,80.7692307692308,1.23809523809524
"2021-2022",9.96,22,84.6153846153846,1.18181818181818
"2011-2012",9.24,23,88.4615384615385,1.1304347826087
"1997-1998",8.76,24,92.3076923076923,1.08333333333333
"1999-2000",8.04,25,96.1538461538462,1.04
